Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-24,16:00,Hawthorn,Sydney,MCG,42,118,,5,12,18,10, 3.36 , 1.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-24,13:00,Gold Coast,West Coast,People First Stadium,112,75,,17,10,12,3, 1.14 , 5.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-24,17:40,Fremantle,Western Bulldogs,Optus Stadium,95,71,,14,11,10,11, 1.98 , 1.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-24,16:35,Geelong,Carlton,MCG,118,105,,18,10,15,15, 1.69 , 2.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-24,13:45,North Melbourne,Adelaide,Blundstone Arena,81,138,,12,9,20,18, 4.73 , 1.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-24,19:10,Port Adelaide,St Kilda,Adelaide Oval,82,72,,11,16,11,6, 1.20 , 4.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Apr-24,19:35,GWS Giants,Brisbane,Manuka Oval,113,59,,17,11,8,11, 2.02 , 1.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Apr-24,15:20,Essendon,Collingwood,MCG,85,85,,12,13,12,13, 2.85 , 1.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr-24,19:25,Richmond,Melbourne,MCG,42,85,,5,12,13,7, 5.18 , 1.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-24,16:05,North Melbourne,Hawthorn,Marvel Stadium,68,113,,10,8,17,11, 3.19 , 1.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-24,13:05,Sydney,Gold Coast,SCG,110,57,,17,8,8,9, 1.35 , 3.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Apr-24,18:10,West Coast,Fremantle,Optus Stadium,105,68,,16,9,10,8, 5.51 , 1.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Apr-24,19:30,Brisbane,Geelong,Gabba,37,63,,4,13,9,9, 1.57 , 2.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Apr-24,16:35,Carlton,GWS Giants,Marvel Stadium,117,98,,17,15,15,8, 1.81 , 1.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Apr-24,13:45,Collingwood,Port Adelaide,MCG,123,81,,17,21,12,9, 1.72 , 2.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-24,19:10,Adelaide,Essendon,Adelaide Oval,75,78,,11,9,10,18, 1.41 , 2.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Apr-24,19:30,St Kilda,Western Bulldogs,Marvel Stadium,64,124,,9,10,19,10, 1.86 , 1.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-24,14:00,West Coast,Richmond,Optus Stadium,109,70,,16,13,10,10, 2.69 , 1.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-24,13:00,Geelong,North Melbourne,GMHBA Stadium,139,64,,21,13,10,4, 1.03 , 10.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr-24,19:30,Gold Coast,Hawthorn,People First Stadium,109,56,,16,13,8,8, 1.28 , 3.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr-24,19:00,Port Adelaide,Fremantle,Adelaide Oval,66,63,,9,12,9,9, 1.27 , 3.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr-24,16:35,Carlton,Adelaide,Marvel Stadium,98,100,,14,14,16,4, 1.30 , 3.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr-24,13:45,GWS Giants,St Kilda,Manuka Oval,80,79,,11,14,12,7, 1.26 , 3.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-24,19:40,Western Bulldogs,Essendon,Marvel Stadium,67,96,,9,13,15,6, 1.34 , 3.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr-24,19:30,Melbourne,Brisbane,MCG,60,82,,8,12,12,10, 1.47 , 2.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-24,16:40,Collingwood,Hawthorn,Adelaide Oval,77,72,,11,11,11,6, 1.20 , 4.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-24,14:50,Richmond,St Kilda,Norwood Oval,60,67,,9,6,9,13, 2.93 , 1.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-24,12:00,Gold Coast,GWS Giants,Adelaide Hills,89,117,,13,11,18,9, 3.49 , 1.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Apr-24,19:40,Western Bulldogs,Geelong,Adelaide Oval,91,95,,14,7,14,11, 1.92 , 1.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Apr-24,15:50,Fremantle,Carlton,Adelaide Oval,63,73,,9,9,10,13, 2.30 , 1.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Apr-24,13:00,West Coast,Sydney,Adelaide Hills,78,104,,11,12,15,14, 11.71 , 1.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Apr-24,19:40,Port Adelaide,Essendon,Adelaide Oval,111,42,,17,9,6,6, 1.24 , 3.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Apr-24,16:40,Brisbane,North Melbourne,Norwood Oval,112,42,,16,16,6,6, 1.11 , 5.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Apr-24,19:10,Adelaide,Melbourne,Adelaide Oval,63,78,,8,15,10,18, 2.45 , 1.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-24,15:20,Hawthorn,Geelong,MCG,70,106,,10,10,17,4, 2.89 , 1.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-24,16:00,Richmond,Sydney,MCG,82,77,,11,16,11,11, 3.83 , 1.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-24,13:00,Western Bulldogs,West Coast,Marvel Stadium,106,30,,16,10,3,12, 1.04 , 9.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar-24,19:00,Port Adelaide,Melbourne,Adelaide Oval,89,96,,13,11,15,6, 1.48 , 2.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar-24,16:20,Essendon,St Kilda,Marvel Stadium,71,67,,10,11,9,13, 2.11 , 1.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-24,16:30,Fremantle,Adelaide,Optus Stadium,69,34,,9,15,4,10, 1.66 , 2.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-24,16:20,North Melbourne,Carlton,Marvel Stadium,81,137,,12,9,21,11, 5.22 , 1.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar-24,18:30,Brisbane,Collingwood,Gabba,72,92,,10,12,14,8, 1.40 , 2.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-24,15:50,West Coast,GWS Giants,Optus Stadium,43,108,,5,13,16,12, 8.27 , 1.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-24,16:00,Richmond,Port Adelaide,MCG,92,122,,13,14,18,14, 3.00 , 1.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-24,13:00,Western Bulldogs,Gold Coast,Mars Stadium,115,67,,18,7,10,7, 1.58 , 2.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-24,19:30,Sydney,Essendon,SCG,131,101,,19,17,15,11, 1.17 , 4.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-24,16:35,Hawthorn,Melbourne,MCG,38,93,,5,8,14,9, 3.47 , 1.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-24,13:45,North Melbourne,Fremantle,Marvel Stadium,76,102,,11,10,15,12, 3.00 , 1.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-24,19:10,Adelaide,Geelong,Adelaide Oval,77,96,,11,11,14,12, 1.39 , 2.89 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-24,19:30,St Kilda,Collingwood,MCG,94,79,,14,10,12,7, 2.43 , 1.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-24,15:50,Fremantle,Brisbane,Optus Stadium,93,70,,14,9,10,10, 2.19 , 1.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-24,15:30,Port Adelaide,West Coast,Adelaide Oval,120,70,,16,24,10,10, 1.05 , 8.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-24,13:00,Melbourne,Western Bulldogs,MCG,109,64,,16,13,9,10, 1.54 , 2.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-24,19:40,Gold Coast,Adelaide,People First Stadium,60,54,,8,12,8,6, 1.59 , 2.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-24,19:30,Geelong,St Kilda,GMHBA Stadium,76,68,,10,16,9,14, 1.42 , 2.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-24,16:35,GWS Giants,North Melbourne,ENGIE Stadium,121,82,,17,19,13,4, 1.05 , 8.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-24,13:45,Essendon,Hawthorn,MCG,107,83,,17,5,11,17, 1.84 , 1.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-24,19:40,Collingwood,Sydney,MCG,69,102,,10,9,15,12, 1.49 , 2.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-24,19:30,Carlton,Richmond,MCG,86,81,,12,14,12,9, 1.42 , 2.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-24,19:30,GWS Giants,Collingwood,ENGIE Stadium,114,82,,18,6,11,16, 1.69 , 2.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-24,15:20,Gold Coast,Richmond,People First Stadium,99,60,,14,15,9,6, 1.41 , 2.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-24,18:40,Brisbane,Carlton,Gabba,85,86,,12,13,13,8, 1.27 , 3.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-24,19:30,Sydney,Melbourne,SCG,86,64,,12,14,9,10, 1.76 , 2.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-23,14:30,Collingwood,Brisbane,MCG,90,86,Y,12,18,13,8, 1.69 , 2.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Sep-23,17:15,Brisbane,Carlton,Gabba,79,63,Y,11,13,9,9, 1.38 , 3.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Sep-23,19:50,Collingwood,GWS Giants,MCG,58,57,Y,8,10,8,9, 1.55 , 2.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-23,19:10,Port Adelaide,GWS Giants,Adelaide Oval,70,93,Y,9,16,13,15, 1.62 , 2.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Sep-23,19:50,Melbourne,Carlton,MCG,71,73,Y,9,17,11,7, 1.61 , 2.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Sep-23,19:25,Brisbane,Port Adelaide,Gabba,123,75,Y,19,9,11,9, 1.43 , 2.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Sep-23,15:20,St Kilda,GWS Giants,MCG,77,101,Y,11,11,15,11, 2.10 , 1.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Sep-23,19:50,Carlton,Sydney,MCG,74,68,Y,11,8,9,14, 1.45 , 2.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Sep-23,19:20,Collingwood,Melbourne,MCG,60,53,Y,9,6,7,11, 1.88 , 1.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-23,18:10,Carlton,GWS Giants,Marvel Stadium,73,105,,11,7,16,9, 1.73 , 2.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-23,15:20,Sydney,Melbourne,SCG,56,77,,7,14,11,11, 1.74 , 2.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-23,12:00,Port Adelaide,Richmond,Adelaide Oval,94,63,,13,16,8,15, 1.11 , 5.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug-23,18:10,West Coast,Adelaide,Optus Stadium,78,123,,12,6,17,21, 4.34 , 1.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug-23,19:25,Geelong,Western Bulldogs,GMHBA Stadium,79,104,,11,13,16,8, 2.43 , 1.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug-23,16:35,Brisbane,St Kilda,Gabba,72,60,,9,18,9,6, 1.19 , 4.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug-23,13:45,Hawthorn,Fremantle,MCG,56,93,,8,8,14,9, 1.66 , 2.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug-23,13:45,North Melbourne,Gold Coast,Blundstone Arena,132,97,,20,12,14,13, 4.12 , 1.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-23,19:50,Essendon,Collingwood,MCG,31,101,,3,13,16,5, 4.54 , 1.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-23,14:40,Fremantle,Port Adelaide,Optus Stadium,58,74,,8,10,11,8, 2.39 , 1.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-23,15:20,Melbourne,Hawthorn,MCG,87,60,,13,9,9,6, 1.20 , 4.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-23,13:10,Western Bulldogs,West Coast,Marvel Stadium,85,92,,12,13,14,8, 1.02 , 14.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-23,19:10,Adelaide,Sydney,Adelaide Oval,73,74,,10,13,11,8, 1.49 , 2.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-23,19:25,St Kilda,Geelong,Marvel Stadium,88,55,,12,16,8,7, 2.19 , 1.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-23,16:35,GWS Giants,Essendon,ENGIE Stadium,162,36,,25,12,5,6, 1.33 , 3.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-23,14:10,Gold Coast,Carlton,People First Stadium,87,91,,13,9,13,13, 2.24 , 1.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-23,13:45,Richmond,North Melbourne,MCG,101,72,,14,17,10,12, 1.13 , 5.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-23,19:50,Collingwood,Brisbane,MCG,100,124,,15,10,19,10, 2.11 , 1.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug-23,16:10,Port Adelaide,GWS Giants,Adelaide Oval,136,85,,21,10,13,7, 1.45 , 2.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug-23,15:20,St Kilda,Richmond,Marvel Stadium,93,57,,14,9,8,9, 1.77 , 1.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug-23,13:10,Hawthorn,Western Bulldogs,UTAS Stadium,67,64,,9,13,9,10, 2.68 , 1.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-23,18:10,West Coast,Fremantle,Optus Stadium,33,134,,4,9,20,14, 4.66 , 1.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-23,19:30,Carlton,Melbourne,MCG,60,56,,9,6,8,8, 2.37 , 1.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-23,16:35,Brisbane,Adelaide,Gabba,99,93,,15,9,13,15, 1.29 , 3.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-23,13:45,North Melbourne,Essendon,Marvel Stadium,77,86,,12,5,13,8, 3.27 , 1.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-23,13:45,Sydney,Gold Coast,SCG,114,90,,18,6,13,12, 1.27 , 3.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-23,19:50,Collingwood,Geelong,MCG,109,101,,16,13,15,11, 1.66 , 2.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-23,14:40,Fremantle,Brisbane,Optus Stadium,74,77,,11,8,11,11, 2.57 , 1.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-23,15:20,St Kilda,Carlton,Marvel Stadium,54,73,,8,6,10,13, 2.34 , 1.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-23,13:10,North Melbourne,Melbourne,Blundstone Arena,71,103,,10,11,15,13, 7.56 , 1.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-23,19:30,GWS Giants,Sydney,ENGIE Stadium,85,96,,12,13,15,6, 1.62 , 2.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-23,19:25,Geelong,Port Adelaide,GMHBA Stadium,97,85,,14,13,12,13, 1.32 , 3.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-23,16:35,Hawthorn,Collingwood,MCG,105,73,,16,9,11,7, 5.04 , 1.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-23,13:40,Adelaide,Gold Coast,Adelaide Oval,89,61,,13,11,9,7, 1.29 , 3.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-23,13:45,Essendon,West Coast,Marvel Stadium,73,72,,10,13,11,6, 1.04 , 9.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-23,19:50,Western Bulldogs,Richmond,Marvel Stadium,126,71,,19,12,10,11, 1.40 , 2.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-23,14:40,West Coast,North Melbourne,Optus Stadium,72,67,,10,12,10,7, 2.26 , 1.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-23,15:20,Richmond,Melbourne,MCG,98,130,,15,8,20,10, 2.36 , 1.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-23,13:10,Hawthorn,St Kilda,Marvel Stadium,93,122,,14,9,19,8, 2.13 , 1.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-23,19:10,Adelaide,Port Adelaide,Adelaide Oval,112,65,,16,16,9,11, 2.65 , 1.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-23,19:25,Essendon,Sydney,Marvel Stadium,99,101,,15,9,15,11, 2.43 , 1.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-23,16:35,Gold Coast,Brisbane,People First Stadium,96,55,,15,6,7,13, 3.13 , 1.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-23,13:45,Geelong,Fremantle,GMHBA Stadium,64,71,,9,10,10,11, 1.04 , 9.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-23,13:45,Western Bulldogs,GWS Giants,Mars Stadium,73,78,,10,13,11,12, 1.43 , 2.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-23,19:50,Collingwood,Carlton,MCG,76,93,,10,16,14,9, 1.36 , 2.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-23,16:40,St Kilda,North Melbourne,Marvel Stadium,69,61,,9,15,9,7, 1.13 , 5.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-23,15:20,Melbourne,Adelaide,MCG,97,93,,14,13,13,15, 1.27 , 3.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-23,13:10,GWS Giants,Gold Coast,Manuka Oval,103,63,,15,13,9,9, 1.61 , 2.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-23,17:40,Fremantle,Sydney,Optus Stadium,76,105,,12,4,16,9, 2.59 , 1.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-23,19:10,Port Adelaide,Collingwood,Adelaide Oval,83,85,,12,11,13,7, 1.88 , 1.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-23,16:35,Brisbane,Geelong,Gabba,64,53,,9,10,7,11, 1.48 , 2.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-23,14:10,Carlton,West Coast,Marvel Stadium,140,69,,21,14,10,9, 1.02 , 14.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-23,13:45,Richmond,Hawthorn,MCG,96,95,,14,12,15,5, 1.35 , 3.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-23,19:50,Essendon,Western Bulldogs,Marvel Stadium,49,90,,7,7,13,12, 2.27 , 1.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-23,14:40,West Coast,Richmond,Optus Stadium,60,98,,8,12,14,14, 6.63 , 1.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-23,13:10,North Melbourne,Hawthorn,Marvel Stadium,40,88,,6,4,12,16, 3.02 , 1.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-23,19:10,Adelaide,GWS Giants,Adelaide Oval,57,71,,8,9,10,11, 1.32 , 3.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-23,19:25,Geelong,Essendon,GMHBA Stadium,122,45,,18,14,7,3, 1.24 , 3.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-23,16:35,Carlton,Port Adelaide,Marvel Stadium,122,72,,18,14,10,12, 1.79 , 1.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-23,14:10,Gold Coast,St Kilda,People First Stadium,77,51,,11,11,8,3, 1.52 , 2.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-23,13:45,Collingwood,Fremantle,MCG,113,67,,18,5,10,7, 1.06 , 8.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-23,19:50,Melbourne,Brisbane,MCG,105,104,,16,9,16,8, 1.94 , 1.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-23,19:20,Sydney,Western Bulldogs,SCG,78,76,,11,12,11,10, 1.60 , 2.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-23,14:40,Fremantle,Carlton,Optus Stadium,45,98,,6,9,14,14, 1.75 , 2.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-23,15:20,Essendon,Adelaide,Marvel Stadium,115,97,,17,13,15,7, 1.86 , 1.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-23,13:10,Geelong,North Melbourne,GMHBA Stadium,125,63,,19,11,9,9, 1.03 , 10.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-23,19:10,Port Adelaide,Gold Coast,Adelaide Oval,106,73,,16,10,11,7, 1.18 , 4.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-23,19:25,St Kilda,Melbourne,Marvel Stadium,58,79,,8,10,12,7, 2.65 , 1.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-23,16:35,GWS Giants,Hawthorn,ENGIE Stadium,85,72,,12,13,10,12, 1.14 , 5.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-23,13:45,Brisbane,West Coast,Gabba,116,35,,16,20,5,5, 1.01 , 23.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-23,19:50,Western Bulldogs,Collingwood,Marvel Stadium,77,89,,11,11,13,11, 2.39 , 1.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-23,19:20,Richmond,Sydney,MCG,88,75,,12,16,11,9, 1.88 , 1.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-23,14:40,West Coast,St Kilda,Optus Stadium,77,85,,12,5,12,13, 9.69 , 1.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
